Gender,Race,Age_Group,Education,Experience_Years,Certifications,Screening_Score,Selected,Gender_encoded,Race_encoded,Age_Group_encoded
Female,White,30_to_45,0.8125,0.398,0.6,0.0,1,0,3,0
Male,White,Under_30,0.5625,0.3469,0.7,0.0,0,1,3,3
Male,White,Over_60,0.8125,0.5,0.9,0.0,1,1,3,2
Female,White,Under_30,0.8125,0.398,1.0,0.0,0,0,3,3
Male,White,Over_60,0.625,0.398,0.3,0.0,0,1,3,2
Female,White,Under_30,0.8125,0.2449,0.2,0.0,0,0,3,3
Male,Asian,30_to_45,1.0,0.398,1.0,0.0,1,1,0,0
Female,Asian,30_to_45,0.625,0.3673,0.5,0.0,0,0,0,0
Male,White,30_to_45,0.5625,0.2449,0.3,0.0,0,1,3,0
Female,Black,Under_30,0.75,0.3469,0.5,0.0,0,0,1,3
Male,White,Under_30,0.4375,0.398,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.375,0.398,0.4,0.0,0,1,3,0
Male,White,45_to_60,0.8125,0.3776,1.0,0.0,1,1,3,1
Female,White,45_to_60,0.4375,0.398,0.1,0.0,0,0,3,1
Female,White,30_to_45,0.5625,0.398,0.5,0.0,0,0,3,0
Female,White,45_to_60,0.625,0.398,0.5,0.0,0,0,3,1
Male,White,30_to_45,0.625,0.398,0.2,0.0,0,1,3,0
Female,White,45_to_60,0.625,0.398,1.0,0.0,0,0,3,1
Male,White,30_to_45,0.5625,0.5,0.5,0.0,0,1,3,0
Male,White,Under_30,0.375,0.398,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,0.2,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,Over_60,0.25,0.5,0.3,0.0,0,1,3,2
Female,White,Under_30,0.5625,0.2959,0.6,0.0,0,0,3,3
Male,White,Under_30,0.8125,0.5,0.8,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.6531,0.6,0.0,0,1,3,0
Female,White,45_to_60,0.5625,0.602,1.0,0.0,0,0,3,1
Male,White,45_to_60,1.0,0.5,1.0,0.0,1,1,3,1
Female,White,Under_30,0.5625,0.398,0.2,0.0,0,0,3,3
Male,White,Under_30,0.625,0.398,0.3,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,0.5,0.0,0,1,3,1
Female,White,45_to_60,0.625,0.398,0.6,0.0,0,0,3,1
Male,White,30_to_45,0.5625,0.449,0.9,0.0,0,1,3,0
Female,Other,30_to_45,0.9375,0.398,0.6,0.1502,1,0,2,0
Male,White,45_to_60,0.625,0.5,0.8,0.0,0,1,3,1
Female,Black,45_to_60,0.5625,0.398,0.5,0.0,0,0,1,1
Female,White,30_to_45,0.625,0.3878,0.5,0.0,0,0,3,0
Male,White,45_to_60,0.875,0.5,1.0,0.0,1,1,3,1
Female,White,30_to_45,0.625,0.398,0.9,0.0,0,0,3,0
Male,White,30_to_45,0.625,0.398,0.9,0.0,1,1,3,0
Male,Black,Over_60,0.5625,0.1939,0.7,0.0,0,1,1,2
Male,White,30_to_45,0.625,0.4796,0.6,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.5,1.0,0.0,0,1,3,0
Male,White,Under_30,0.625,0.4184,0.3,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.3469,0.6,0.0,1,1,3,1
Male,White,45_to_60,0.5625,0.398,0.3,0.0,0,1,3,1
Male,White,30_to_45,0.625,0.398,0.6,0.0,0,1,3,0
Male,White,30_to_45,0.6875,0.398,0.5,0.0,1,1,3,0
Female,White,30_to_45,0.8125,0.398,0.9,0.0,0,0,3,0
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Male,White,45_to_60,0.5625,0.398,0.4,0.0,0,1,3,1
Male,White,30_to_45,0.625,0.5,0.5,0.0439,1,1,3,0
Female,White,Under_30,0.625,0.398,0.6,0.0,0,0,3,3
Female,White,Under_30,0.625,0.398,0.5,0.0,0,0,3,3
Female,Asian,Under_30,0.625,0.398,0.5,0.0,0,0,0,3
Male,White,30_to_45,0.8125,0.5,1.0,0.0,1,1,3,0
Male,White,45_to_60,0.6875,0.398,1.0,0.0439,1,1,3,1
Male,White,45_to_60,0.5625,0.449,0.5,0.0,0,1,3,1
Male,White,Under_30,0.8125,0.5,0.6,0.073,1,1,3,3
Female,White,30_to_45,0.5625,0.398,0.9,0.0,0,0,3,0
Female,White,45_to_60,0.6875,0.398,0.2,0.0,0,0,3,1
Male,White,30_to_45,0.8125,0.4796,0.6,0.0,0,1,3,0
Male,White,Over_60,0.5625,0.398,0.3,0.0,0,1,3,2
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,Under_30,0.5625,0.602,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.3163,0.9,0.0,0,1,3,0
Male,White,30_to_45,0.625,0.449,0.6,0.0,0,1,3,0
Male,White,Over_60,0.5625,0.1939,0.9,0.0,0,1,3,2
Male,White,30_to_45,0.8125,0.6531,0.3,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.7041,0.6,0.0,0,1,3,1
Male,White,30_to_45,0.5625,0.5816,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.9375,0.3776,1.0,0.0,1,1,3,1
Male,White,30_to_45,0.6875,0.5,0.4,0.1502,1,1,3,0
Female,White,Under_30,0.5625,0.3469,0.2,0.0,0,0,3,3
Male,Asian,Under_30,0.8125,0.398,1.0,0.0,0,1,0,3
Male,White,45_to_60,0.25,0.4082,0.5,0.0,0,1,3,1
Female,White,45_to_60,0.875,0.2347,0.5,0.0,1,0,3,1
Male,White,Over_60,0.625,0.2449,0.9,0.2005,1,1,3,2
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Female,Black,30_to_45,0.5625,0.398,0.5,0.0,0,0,1,0
Male,White,30_to_45,0.375,0.7041,0.2,0.0,0,1,3,0
Male,White,Under_30,0.75,0.398,0.5,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.398,0.9,0.0,0,1,3,0
Male,Asian,30_to_45,0.625,0.551,0.8,0.0,1,1,0,0
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.449,0.6,0.0,1,1,3,0
Male,White,Over_60,0.875,0.602,0.9,0.073,1,1,3,2
Female,Other,Under_30,0.75,0.449,0.6,0.0769,1,0,2,3
Male,White,Under_30,0.625,0.3776,0.6,0.0,0,1,3,3
Male,White,Under_30,0.3125,0.398,0.5,0.0,0,1,3,3
Female,White,Under_30,0.8125,0.398,1.0,0.0,0,0,3,3
Male,White,Under_30,0.625,0.1939,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.5,0.5,0.0,1,1,3,0
Female,White,30_to_45,0.75,0.398,0.9,0.0,0,0,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.8125,0.602,1.0,0.0,1,1,3,0
Female,White,Under_30,0.8125,0.398,0.9,0.0,0,0,3,3
Male,White,45_to_60,0.5625,0.5,0.5,0.0,0,1,3,1
Male,White,30_to_45,0.375,0.398,0.9,0.0,1,1,3,0
Female,White,45_to_60,0.5625,0.449,0.5,0.0,0,0,3,1
Female,White,30_to_45,0.625,0.2653,0.5,0.0391,0,0,3,0
Male,White,Under_30,0.8125,0.449,0.9,0.0,0,1,3,3
Female,White,Under_30,0.625,0.1429,0.5,0.0,0,0,3,3
Female,White,Under_30,0.625,0.398,0.7,0.0,1,0,3,3
Male,White,30_to_45,0.5625,0.398,0.6,0.0,0,1,3,0
Male,White,Over_60,1.0,0.2959,1.0,0.0,0,1,3,2
Male,White,Under_30,0.625,0.5,0.2,0.0,0,1,3,3
Male,White,45_to_60,0.625,0.398,0.9,0.0,1,1,3,1
Male,White,30_to_45,0.8125,0.398,0.6,0.0,1,1,3,0
Male,White,45_to_60,0.5625,0.602,0.6,0.0,0,1,3,1
Male,White,45_to_60,0.625,0.5,0.6,0.0,0,1,3,1
Female,White,Over_60,0.5625,0.5,0.9,0.0,0,0,3,2
Female,White,Over_60,0.625,0.398,0.5,0.0,0,0,3,2
Male,White,30_to_45,0.375,0.398,0.5,0.0,0,1,3,0
Female,White,30_to_45,0.5625,0.398,0.5,0.0,0,0,3,0
Male,White,30_to_45,0.6875,0.398,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.625,0.5,0.9,0.1502,1,1,3,1
Male,White,45_to_60,0.5625,0.6531,0.6,0.0,1,1,3,1
Male,White,45_to_60,0.75,0.398,0.9,0.0,1,1,3,1
Male,White,30_to_45,0.875,0.5,0.6,0.0,1,1,3,0
Male,White,Under_30,0.25,0.398,0.5,0.0283,0,1,3,3
Male,White,45_to_60,0.5625,0.3469,0.3,0.0,0,1,3,1
Male,White,Under_30,0.625,0.2959,0.5,0.0,0,1,3,3
Male,White,30_to_45,0.6875,0.5306,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.398,0.2,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.398,0.2,0.0,0,1,3,3
Male,White,Under_30,0.625,0.3469,0.5,0.0,0,1,3,3
Female,White,30_to_45,0.625,0.1939,0.2,0.0,0,0,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,1,1,3,0
Male,Other,30_to_45,0.5625,0.398,0.2,0.0,0,1,2,0
Female,White,Under_30,0.625,0.398,0.5,0.0,0,0,3,3
Male,White,30_to_45,1.0,0.398,1.0,0.0,1,1,3,0
Female,White,30_to_45,0.625,0.6531,0.2,0.0,0,0,3,0
Male,White,30_to_45,0.1875,0.602,0.5,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.5,0.6,0.0,0,1,3,1
Male,White,30_to_45,0.5625,0.398,0.3,0.0,1,1,3,0
Male,Black,Under_30,0.625,0.1939,0.2,0.0,0,1,1,3
Female,Black,Under_30,0.625,0.3571,0.5,0.0,0,0,1,3
Male,White,30_to_45,0.1875,0.398,0.2,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,Under_30,0.4375,0.398,0.5,0.0,1,1,3,3
Male,White,Under_30,0.375,0.398,0.3,0.0,0,1,3,3
Male,White,45_to_60,0.625,0.398,0.9,0.0,1,1,3,1
Male,White,30_to_45,0.25,0.5,0.9,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.398,0.3,0.0,0,1,3,1
Male,Black,45_to_60,0.5,0.398,0.4,0.0769,1,1,1,1
Female,White,30_to_45,0.8125,0.398,0.5,1.0,1,0,3,0
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,Under_30,0.8125,0.1429,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.5,0.5,0.0546,0,1,3,0
Male,White,30_to_45,0.4375,0.398,0.5,0.0,0,1,3,0
Female,White,30_to_45,0.8125,0.398,0.9,0.0,0,0,3,0
Male,White,45_to_60,0.4375,0.449,0.3,0.0,1,1,3,1
Female,White,45_to_60,1.0,0.3469,1.0,0.0,1,0,3,1
Female,White,Under_30,0.8125,0.398,0.5,0.0,0,0,3,3
Female,Black,Under_30,0.5625,0.1939,0.4,0.0,0,0,1,3
Male,White,Under_30,0.625,0.3673,0.6,0.0,0,1,3,3
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,30_to_45,0.3125,0.398,0.2,0.0,1,1,3,0
Female,White,30_to_45,0.625,0.398,0.9,0.0,0,0,3,0
Male,White,Under_30,0.5625,0.398,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.602,1.0,0.0,1,1,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.6875,0.398,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.625,0.7041,0.3,0.0,0,1,3,0
Male,White,Over_60,0.8125,0.1939,0.9,0.0,0,1,3,2
Male,Asian,30_to_45,0.8125,0.398,0.5,0.0,0,1,0,0
Male,Other,Under_30,0.625,0.398,0.5,0.0,0,1,2,3
Female,White,45_to_60,0.1875,0.2347,0.2,0.0,0,0,3,1
Male,White,30_to_45,0.6875,0.551,0.9,0.0,1,1,3,0
Male,White,Under_30,0.5625,0.398,0.3,0.0,0,1,3,3
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,Under_30,0.5625,0.398,0.4,0.0,0,1,3,3
Female,White,30_to_45,0.5625,0.398,0.8,0.0,0,0,3,0
Male,White,Under_30,0.625,0.3571,0.7,0.0,0,1,3,3
Female,White,30_to_45,0.375,0.3571,0.2,0.0,0,0,3,0
Male,White,Under_30,0.625,0.3469,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.875,0.3469,1.0,0.0,1,1,3,0
Male,White,Under_30,0.625,0.398,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.8125,0.398,0.5,0.0,1,1,3,1
Female,White,30_to_45,0.625,0.4796,0.2,0.0,0,0,3,0
Female,White,30_to_45,0.5625,0.449,0.6,0.0,0,0,3,0
Female,Black,30_to_45,0.5625,0.449,0.2,0.0,0,0,1,0
Male,White,45_to_60,1.0,0.5,1.0,0.1052,1,1,3,1
Male,White,Under_30,0.8125,0.398,1.0,0.0,0,1,3,3
Male,White,45_to_60,0.8125,0.5,0.9,0.0,0,1,3,1
Male,White,Under_30,0.5625,0.3469,0.6,0.0,0,1,3,3
Female,White,Under_30,0.5625,0.398,0.5,0.0,0,0,3,3
Male,White,Under_30,0.5625,0.5,0.9,0.0,1,1,3,3
Male,White,Over_60,0.9375,0.398,1.0,0.0,0,1,3,2
Male,White,Over_60,0.625,0.7041,0.3,0.0265,0,1,3,2
Male,White,Under_30,0.6875,0.398,0.5,0.0,0,1,3,3
Female,Asian,30_to_45,0.8125,0.4592,0.5,0.0,0,0,0,0
Male,White,Under_30,0.4375,0.5,0.2,0.0,0,1,3,3
Male,White,Under_30,0.6875,0.5612,0.7,0.0,0,1,3,3
Male,White,Under_30,0.4375,0.398,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.398,0.5,0.073,1,1,3,0
Male,White,30_to_45,0.625,0.7041,0.7,0.0,0,1,3,0
Female,White,Under_30,0.625,0.2959,0.2,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.3776,0.4,0.0,0,1,3,0
Male,White,30_to_45,0.625,0.398,0.7,0.0,0,1,3,0
Male,White,30_to_45,0.9375,0.7041,1.0,0.0,1,1,3,0
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.398,0.8,0.0,0,1,3,0
Female,White,45_to_60,0.8125,0.551,0.9,0.0,0,0,3,1
Male,White,30_to_45,0.5625,0.2449,0.6,0.0,0,1,3,0
Male,White,30_to_45,0.375,0.398,0.5,0.0,0,1,3,0
Male,Asian,30_to_45,0.8125,0.5,0.9,0.0,1,1,0,0
Male,White,45_to_60,0.8125,0.398,0.9,0.0,1,1,3,1
Female,White,30_to_45,0.5625,0.2959,0.2,0.0,0,0,3,0
Female,White,Under_30,0.4375,0.398,1.0,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Female,Black,30_to_45,0.5625,0.398,0.3,0.0,0,0,1,0
Male,White,Under_30,0.625,0.602,0.3,0.0,0,1,3,3
Male,White,45_to_60,0.4375,0.398,0.5,0.0,1,1,3,1
Male,White,30_to_45,0.8125,0.5,1.0,0.0,1,1,3,0
Female,Black,45_to_60,0.8125,0.398,1.0,0.0,0,0,1,1
Male,White,45_to_60,0.5625,0.9898,0.3,0.0,0,1,3,1
Female,White,30_to_45,0.5625,0.398,0.5,0.0,0,0,3,0
Male,White,Under_30,0.5625,0.5,0.5,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.398,0.6,0.0,0,1,3,0
Male,White,Under_30,0.5625,0.5,0.6,0.0,0,1,3,3
Female,White,30_to_45,0.875,0.3776,1.0,0.0,1,0,3,0
Male,White,Under_30,0.8125,0.4388,1.0,0.0,0,1,3,3
Male,White,30_to_45,0.8125,0.449,0.5,0.0,1,1,3,0
Male,White,Under_30,0.5625,0.2959,0.2,0.0,0,1,3,3
Male,White,45_to_60,0.375,0.398,0.4,0.0,1,1,3,1
Male,White,45_to_60,0.5625,0.398,0.4,0.0,0,1,3,1
Female,White,30_to_45,0.5625,0.4184,0.5,0.0,0,0,3,0
Male,White,45_to_60,0.9375,0.5,1.0,1.0,1,1,3,1
Male,White,30_to_45,0.5625,0.5,0.3,0.0,0,1,3,0
Male,White,Under_30,0.8125,0.398,0.5,0.0,0,1,3,3
Female,White,Over_60,0.8125,0.0918,1.0,0.0,0,0,3,2
Female,White,30_to_45,0.9375,0.5,0.9,0.0,1,0,3,0
Male,White,Under_30,0.0625,0.3571,0.3,0.0,0,1,3,3
Male,White,Under_30,0.625,0.5,0.3,0.0,0,1,3,3
Female,White,Under_30,0.625,0.5306,0.2,0.0,0,0,3,3
Female,White,30_to_45,0.5625,0.4184,0.5,0.0,1,0,3,0
Male,White,Under_30,0.8125,0.398,0.5,0.0,0,1,3,3
Female,White,45_to_60,0.8125,0.398,0.9,0.0,0,0,3,1
Female,White,Under_30,0.625,0.2959,0.5,0.0,0,0,3,3
Male,White,30_to_45,0.3125,0.3469,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.398,0.4,0.0,0,1,3,0
Female,White,30_to_45,0.5625,0.398,0.5,0.0,0,0,3,0
Female,White,Over_60,0.5625,0.2347,0.6,0.0,0,0,3,2
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,30_to_45,0.6875,0.398,0.6,0.0,0,1,3,0
Male,White,Under_30,0.625,0.602,0.3,0.0,0,1,3,3
Male,Other,Under_30,0.5625,0.3469,0.2,0.0,0,1,2,3
Female,White,30_to_45,0.875,0.449,0.9,0.0479,1,0,3,0
Male,White,30_to_45,0.5625,0.398,0.6,0.0,1,1,3,0
Male,White,30_to_45,0.5625,0.3776,0.3,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.602,0.4,0.0,1,1,3,0
Female,White,45_to_60,0.5625,0.2449,0.2,0.0,0,0,3,1
Male,White,30_to_45,0.5625,0.3469,0.5,0.0,0,1,3,0
Female,White,30_to_45,0.625,0.398,0.8,0.0406,0,0,3,0
Male,White,30_to_45,0.875,0.551,1.0,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.398,0.5,0.0,0,1,3,1
Male,White,Over_60,0.5625,0.398,0.8,0.0,1,1,3,2
Male,White,Under_30,0.5625,0.398,0.5,0.0,0,1,3,3
Male,Other,30_to_45,0.625,0.398,1.0,0.0,0,1,2,0
Male,White,30_to_45,0.8125,0.551,1.0,0.0,1,1,3,0
Male,White,30_to_45,0.625,0.602,0.3,0.0,0,1,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Female,White,Under_30,0.75,0.1224,0.2,0.0,0,0,3,3
Male,White,Under_30,0.5625,0.398,0.2,0.0,0,1,3,3
Male,Black,45_to_60,0.375,0.449,0.4,0.0,1,1,1,1
Male,White,Under_30,0.5625,0.4388,0.5,0.0,0,1,3,3
Male,Asian,45_to_60,0.8125,0.602,0.6,0.0,1,1,0,1
Male,White,Over_60,0.375,0.5,0.3,0.0,0,1,3,2
Male,Black,Over_60,0.8125,0.4796,0.6,0.0479,1,1,1,2
Male,White,45_to_60,0.8125,0.398,0.9,0.0,0,1,3,1
Male,White,30_to_45,0.875,0.7041,0.3,0.0,0,1,3,0
Female,White,45_to_60,0.5625,0.398,1.0,0.0,1,0,3,1
Male,White,Under_30,0.5625,0.398,0.2,0.0,0,1,3,3
Male,White,Over_60,0.9375,0.2449,1.0,0.0,1,1,3,2
Male,White,45_to_60,0.5625,0.602,0.3,0.0,1,1,3,1
Female,White,Under_30,0.625,0.398,0.5,0.0,0,0,3,3
Female,Black,Under_30,0.625,0.398,0.6,0.0,0,0,1,3
Male,Other,30_to_45,0.375,0.4286,0.5,0.0,1,1,2,0
Male,White,Over_60,0.9375,0.5,1.0,1.0,1,1,3,2
Female,White,45_to_60,0.625,0.398,0.6,0.0,0,0,3,1
Female,White,Over_60,0.5625,0.1327,0.2,0.0,0,0,3,2
Female,Black,30_to_45,0.4375,0.2959,0.2,0.0,0,0,1,0
Male,White,30_to_45,0.6875,0.5,1.0,0.0439,1,1,3,0
Male,White,Under_30,0.375,0.0918,0.2,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.602,0.4,0.0,0,1,3,0
Female,White,30_to_45,0.75,0.398,0.5,0.0,0,0,3,0
Male,White,45_to_60,0.8125,0.398,0.6,0.031,1,1,3,1
Female,White,Under_30,0.625,0.1939,0.5,0.0,0,0,3,3
Male,White,Under_30,0.625,0.0918,1.0,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.449,0.2,0.0,0,1,3,0
Male,White,Under_30,0.625,0.1939,0.6,0.0,0,1,3,3
Male,White,30_to_45,0.25,0.398,0.3,0.0,0,1,3,0
Male,White,30_to_45,0.8125,0.602,1.0,0.0,1,1,3,0
Male,Black,Under_30,0.625,0.398,0.5,0.0,0,1,1,3
Male,White,30_to_45,0.5625,0.449,0.5,0.0,1,1,3,0
Female,White,Under_30,0.6875,0.3469,0.8,0.0,1,0,3,3
Male,White,Under_30,1.0,0.5,1.0,0.0059,0,1,3,3
Male,White,30_to_45,0.625,0.398,0.9,0.0,0,1,3,0
Male,White,45_to_60,0.625,0.398,0.5,0.0,0,1,3,1
Male,White,Under_30,0.8125,0.398,1.0,0.0,0,1,3,3
Female,White,30_to_45,0.5625,0.1939,0.3,0.0,0,0,3,0
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Male,White,Over_60,0.8125,0.398,0.6,0.0,1,1,3,2
Male,White,Under_30,0.5625,0.2959,1.0,0.0,0,1,3,3
Female,White,45_to_60,0.6875,0.398,1.0,0.0,0,0,3,1
Male,White,45_to_60,0.625,0.2959,0.4,0.0283,0,1,3,1
Male,White,45_to_60,0.5625,0.398,0.5,0.0,1,1,3,1
Male,White,45_to_60,0.625,0.4796,1.0,0.0,1,1,3,1
Male,White,45_to_60,0.6875,0.602,0.5,0.0,0,1,3,1
Male,White,45_to_60,0.625,0.5,0.9,0.0,1,1,3,1
Female,Black,Over_60,0.3125,0.2449,0.2,0.0,0,0,1,2
Male,White,30_to_45,0.625,0.398,0.2,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.398,0.2,0.0,0,1,3,1
Female,White,Over_60,0.5625,0.3163,0.6,0.0,0,0,3,2
Male,White,Under_30,0.375,0.398,0.3,0.0,0,1,3,3
Female,White,45_to_60,0.4375,0.3776,0.9,0.0,0,0,3,1
Female,Black,30_to_45,0.625,0.398,0.7,0.0389,0,0,1,0
Male,Other,Under_30,0.5625,0.398,0.2,0.0,0,1,2,3
Male,White,30_to_45,0.625,0.5,0.3,0.0,0,1,3,0
Male,White,Under_30,0.625,0.5,0.9,0.0,0,1,3,3
Male,Black,30_to_45,0.5625,0.398,0.2,0.0,1,1,1,0
Female,Asian,Under_30,0.5625,0.398,0.2,0.0,0,0,0,3
Female,White,Under_30,0.625,0.1939,0.6,0.0,0,0,3,3
Female,White,30_to_45,0.9375,0.398,0.9,0.0,1,0,3,0
Male,White,30_to_45,0.625,0.5,0.5,0.0,0,1,3,0
Female,Black,30_to_45,0.4375,0.3776,0.5,0.0,0,0,1,0
Female,White,Over_60,0.25,0.3469,0.2,0.0,0,0,3,2
Male,Black,Under_30,0.625,0.4184,0.2,0.0,0,1,1,3
Male,White,Under_30,0.4375,0.2449,0.2,0.0,0,1,3,3
Male,White,Under_30,0.625,0.398,0.3,0.0,0,1,3,3
Male,Black,Under_30,0.625,0.3469,0.2,0.0,0,1,1,3
Male,White,Over_60,0.625,0.398,0.9,0.2005,1,1,3,2
Male,White,30_to_45,0.75,0.398,0.9,0.0,0,1,3,0
Male,White,Under_30,0.8125,0.551,0.6,0.0,0,1,3,3
Male,White,45_to_60,0.875,0.398,0.9,0.0,0,1,3,1
Female,White,Under_30,0.8125,0.398,0.9,0.0,0,0,3,3
Male,White,30_to_45,0.5625,0.449,0.3,0.0,0,1,3,0
Male,White,Under_30,0.625,0.398,0.2,0.0,0,1,3,3
Female,White,Under_30,0.8125,0.0816,1.0,0.0,0,0,3,3
Male,White,45_to_60,0.625,0.398,0.7,0.0,1,1,3,1
Male,White,45_to_60,0.5625,0.398,0.5,0.0,1,1,3,1
Male,White,Under_30,0.75,0.5,0.5,0.0,0,1,3,3
Male,White,30_to_45,0.625,0.602,0.5,0.0,1,1,3,0
Male,Asian,30_to_45,0.8125,0.5612,1.0,0.0,1,1,0,0
Male,White,45_to_60,0.4375,0.1939,0.5,0.0,0,1,3,1
Female,Black,45_to_60,0.625,0.398,0.2,0.0,0,0,1,1
Male,White,30_to_45,0.5625,0.5,0.5,0.0,1,1,3,0
Male,Other,45_to_60,0.1875,0.398,0.5,0.0518,1,1,2,1
Male,White,30_to_45,0.3125,0.398,0.3,0.0,0,1,3,0
Male,Asian,30_to_45,0.8125,0.551,1.0,0.0,1,1,0,0
Female,White,30_to_45,0.5625,0.398,0.6,0.0,0,0,3,0
Male,White,30_to_45,0.3125,0.5,0.3,0.0,1,1,3,0
Female,White,Over_60,0.5625,0.2959,1.0,0.2005,1,0,3,2
Male,Black,Under_30,0.8125,0.398,0.6,0.0,0,1,1,3
Male,White,45_to_60,0.5625,0.398,0.6,0.0,0,1,3,1
Male,White,30_to_45,0.5625,0.398,0.5,0.0,0,1,3,0
Female,White,Under_30,0.625,0.398,0.2,0.0,0,0,3,3
Female,Black,30_to_45,0.625,0.3776,0.9,0.0,0,0,1,0
Female,Black,Under_30,0.5625,0.2959,0.3,0.0,0,0,1,3
Male,Black,30_to_45,0.5625,0.398,0.9,0.0,0,1,1,0
Female,White,45_to_60,0.5625,0.3469,0.5,0.0,0,0,3,1
Male,White,30_to_45,0.8125,0.398,0.8,0.0,0,1,3,0
Male,Other,Under_30,0.625,0.2959,0.2,0.0,0,1,2,3
Female,White,30_to_45,0.5625,0.398,0.4,0.0,0,0,3,0
Female,White,30_to_45,0.875,0.7041,0.9,0.0,0,0,3,0
Male,Asian,Under_30,0.8125,0.1939,1.0,0.0,0,1,0,3
Male,White,Over_60,1.0,0.5,1.0,0.0,0,1,3,2
Male,White,30_to_45,0.625,0.398,0.6,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.398,0.5,0.0,0,1,3,1
Male,Black,Under_30,0.625,0.398,0.3,0.0,0,1,1,3
Male,White,Over_60,0.3125,0.398,0.4,0.0,0,1,3,2
Male,White,Under_30,0.625,0.1939,0.3,0.0,0,1,3,3
Male,White,30_to_45,0.5625,0.602,0.6,0.0,0,1,3,0
Male,Asian,Over_60,0.75,0.398,0.2,0.0,1,1,0,2
Male,White,30_to_45,0.8125,0.398,0.4,0.0,0,1,3,0
Male,White,45_to_60,0.5625,0.4694,0.5,0.0,0,1,3,1
Male,Asian,Over_60,0.5625,0.398,0.3,0.0,0,1,0,2
Female,Black,30_to_45,0.8125,0.398,1.0,0.0,0,0,1,0
Male,White,45_to_60,0.625,0.449,0.4,0.073,1,1,3,1
Male,White,45_to_60,0.8125,0.398,0.6,0.0,0,1,3,1
Male,White,30_to_45,0.625,0.398,0.5,0.0518,1,1,3,0
Male,White,Under_30,0.625,0.1429,0.5,0.0,0,1,3,3
Male,White,45_to_60,0.8125,0.5,0.9,0.0,1,1,3,1
Female,Other,Under_30,0.625,0.398,0.9,0.0,0,0,2,3
Female,White,Under_30,0.5625,0.398,0.9,0.0,0,0,3,3
Female,White,30_to_45,0.8125,0.3469,0.2,0.0,0,0,3,0
